id,question,true_query,result,generated_sql
f41dd60cef49db205a9a109e,What was the name of the drug that was last prescribed for patient 10027445 since 06/2100?,"SELECT prescriptions.drug FROM prescriptions WHERE prescriptions.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10027445 ) AND strftime('%Y-%m',prescriptions.starttime) >= '2100-06' ORDER BY prescriptions.starttime DESC LIMIT 1",[{'drug': 'Potassium Chloride'}],SELECT t2.label FROM_d_items AS t1 INNER JOIN_mimic3 AS t2 ON t1.itemid = t2.itemid WHERE t2 links = 'medication' AND t2.label = ( SELECT d_items.label FROM d_items WHERE d_items.itemid = ( SELECT itemid FROM medication WHERE medication.h adm_id = ( SELECT hadm_id FROM admissions WHERE subject_id = 10027445 ) ) ) AND medicationcharttime > '2021-06-01' ORDER BY medicaioncharttime DESC LIMIT 1
00fbe516569113decea8de73,When was patient 10013049's last microbiological examination on their first hospital visit?,SELECT microbiologyevents.charttime FROM microbiologyevents WHERE microbiologyevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10013049 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime ASC LIMIT 1 ) ORDER BY microbiologyevents.charttime DESC LIMIT 1,[{'charttime': '2114-06-20 11:09:00'}],SELECT first_hospital Visit FROM patients WHERE patients.hospital_id = ( SELECT hospital_id FROM icu_hospitalevent WHERE icu_hospitalevent.hospital stay_id = ( SELECT stay_id FROM icustays WHERE icustays.h adm_id = ( SELECT hadm_id FROM admissions WHERE admissions .subject_id = 10013049 ) ) )
d711ad001701aaf7a999ff6f,"How many patients had extirpation of matter from left femoral vein, percutaneous approach done during this year?","SELECT COUNT( DISTINCT admissions.subject_id ) FROM admissions WHERE admissions.hadm_id IN ( SELECT procedures_icd.hadm_id FROM procedures_icd WHERE procedures_icd.icd_code = ( SELECT d_icd_procedures.icd_code FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'extirpation of matter from left femoral vein, percutaneous approach' ) AND datetime(procedures_icd.charttime,'start of year') = datetime(current_time,'start of year','-0 year') )",,"SELECT COUNT(*)>0 FROM procedures_icd WHERE procedures_icd long_title = 'extirpation of matter from left femoral vein, percutaneous approach' AND procedures_icd.h adm_id IN ( SELECT admissions.h adm_id FROM admissions WHERE admissions.subject_id IN ( SELECT subject_id FROM patients WHERE patientsChartTime > current_time - interval '1 year' ) )"
f224a6e013d318ebe61083f8,What was the drug first prescribed to patient 10039708 in 11/2100?,"SELECT prescriptions.drug FROM prescriptions WHERE prescriptions.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10039708 ) AND strftime('%Y-%m',prescriptions.starttime) = '2100-11' ORDER BY prescriptions.starttime ASC LIMIT 1",[],SELECT d ragrmentic_meds items label FROM d_meds WHERE d_meds subjects_id = 10039708 AND d_medschart eventscharttime >= '2011-11-01' ORDER BY d_medschart eventscharttime limit 1
5f14e8eaef40b6633ce2e6dc,How was patient 10020944 admitted to the hospital in terms of admission type for the first time?,"SELECT admissions.admission_type FROM admissions WHERE admissions.subject_id = 10020944 AND strftime('%Y',admissions.admittime) = '2100' ORDER BY admissions.admittime ASC LIMIT 1",[],SELECT admissions admit_type_id FROM admissions WHERE admissions.subject_id = 10020944 ORDER BY admissions.h adm_id limit 1
39cc7a512a66650e91459e27,When did patient 10005348 get the microbiology test for the last time since 07/2100?,"SELECT microbiologyevents.charttime FROM microbiologyevents WHERE microbiologyevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10005348 ) AND strftime('%Y-%m',microbiologyevents.charttime) >= '2100-07' ORDER BY microbiologyevents.charttime DESC LIMIT 1",[{'charttime': '2130-10-27 17:02:00'}],"SELECT labevents charttime FROM labevents WHERE labevents.hadm_id IN ( SELECT admissions.h adm_id FROM admissions WHERE admissions.subject_id = 10005348 ) AND labevents.itemid IN ( SELECT d_labitems.itemid FROM d_labitems WHERE d labitems.label = 'Microbiology test' ) AND datetime(labevents.charttime) >= datetime('2021-07-2100') ORDER BY labevents.valu num DESC, labevents.charttime DESC LIMIT 1"
5a47ea8047b87b5f311738fc,How many times was a excision of dental lesion of jaw procedure done in 2100?,"SELECT COUNT(*) FROM procedures_icd WHERE procedures_icd.icd_code = ( SELECT d_icd_procedures.icd_code FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'excision of dental lesion of jaw' ) AND strftime('%Y',procedures_icd.charttime) = '2100'",,SELECT COUNT(*)>0 FROM procedures_icd WHERE procedures_icd(icd_code) = '2100' AND procedures_icd.hadm_id IN ( SELECT admissions.h adm_id FROM admissions WHERE admissions.subject_id = 2100 )
812b9c3cb24eb55cbd0989b6,What was the procedure conducted on patient 10020740 two or more times in 04/this year?,"SELECT d_icd_procedures.long_title FROM d_icd_procedures WHERE d_icd_procedures.icd_code IN ( SELECT T1.icd_code FROM ( SELECT procedures_icd.icd_code, COUNT( procedures_icd.charttime ) AS C1 FROM procedures_icd WHERE procedures_icd.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10020740 ) AND datetime(procedures_icd.charttime,'start of year') = datetime(current_time,'start of year','-0 year') AND strftime('%m',procedures_icd.charttime) = '04' GROUP BY procedures_icd.icd_code ) AS T1 WHERE T1.C1 >= 2 )",,SELECT procedures_procedure FROM procedures_procedure WHERE procedures_procedure.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10020740 ) AND procedures_procedure procedures_name = 'myelodip invalidate patient' AND procedures_procedurecharttime > '2023-04-01' AND procedures_procedurecharttime <= '2023-04-30' GROUP BY procedures_procedure charttime HAVING COUNT(*) > 1
814f6690d0bc9410fa12b9f4,What was the total dose of aspirin patient 10017492 had been prescribed during the last hospital visit?,SELECT SUM(prescriptions.dose_val_rx) FROM prescriptions WHERE prescriptions.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10017492 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime DESC LIMIT 1 ) AND prescriptions.drug = 'aspirin',[{'SUM(prescriptions.dose_val_rx)': None}],SELECT SUM(dosage) FROM prescriptions WHERE subject_id = 10017492 AND medication_id = ( SELECT medication_id FROM d_medications WHERE label = 'aspirin' )
caa992eaae720918e04f0b4d,Which are the five most common specimens tested throughout this year?,"SELECT T1.spec_type_desc FROM ( SELECT microbiologyevents.spec_type_desc, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM microbiologyevents WHERE datetime(microbiologyevents.charttime,'start of year') = datetime(current_time,'start of year','-0 year') GROUP BY microbiologyevents.spec_type_desc ) AS T1 WHERE T1.C1 <= 5",[],"SELECT label FROM d_labitems WHERE itemid IN ( SELECT itemid FROM labevents GROUP BY itemid ORDER BY count(*) DESC LIMIT 5 ) AND charttime >= DATE('now', '-1 year')"
9d89c1083e101a847c24df5f,What is the percentile of 96.0 for a po2 test given the same age as patient 10003400 on their last hospital encounter?,"SELECT DISTINCT T1.C1 FROM ( SELECT labevents.valuenum, PERCENT_RANK() OVER ( ORDER BY labevents.valuenum ) AS C1 FROM labevents WHERE labevents.itemid IN ( SELECT d_labitems.itemid FROM d_labitems WHERE d_labitems.label = 'po2' ) AND labevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age = ( SELECT admissions.age FROM admissions WHERE admissions.subject_id = 10003400 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime DESC LIMIT 1 ) ) ) AS T1 WHERE T1.valuenum = 96.0",,SELECT percentile_96 po2_value FROM labevents WHERE labevents.hadm_id IN ( SELECT admissions.h adm_id FROM admissions WHERE admissions.subject_id = 10003400 ) AND labevents.itemid = ( SELECT d_labitems.itemid FROM d_labitems WHERE d labitems.label = ' partial pressure of oxygen' )
5ea4690a08942372011bee45,"Of the patients of age 50s since 1 year ago, what were the top four most frequent diagnoses?","SELECT d_icd_diagnoses.long_title FROM d_icd_diagnoses WHERE d_icd_diagnoses.icd_code IN ( SELECT T1.icd_code FROM ( SELECT diagnoses_icd.icd_code, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM diagnoses_icd WHERE diagnoses_icd.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age BETWEEN 50 AND 59 ) AND datetime(diagnoses_icd.charttime) >= datetime(current_time,'-1 year') GROUP BY diagnoses_icd.icd_code ) AS T1 WHERE T1.C1 <= 4 )",,"SELECT top four diagnoses FROM diagnoses WHERE admissions.age >= 50 AND admissions.age < 60 AND datetime(diagnoses diagonal) >= datetime(current_time,'-1 year')"
86ab734fd86c4c14b393eecc,Tell me about the three most common specimens tested in 2100.,"SELECT T1.spec_type_desc FROM ( SELECT microbiologyevents.spec_type_desc, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM microbiologyevents WHERE strftime('%Y',microbiologyevents.charttime) = '2100' GROUP BY microbiologyevents.spec_type_desc ) AS T1 WHERE T1.C1 <= 3",[],
5f4091b20b6ccfd4e72a8f1f,Please tell me the sex of patient 10018328.,SELECT patients.gender FROM patients WHERE patients.subject_id = 10018328,[{'gender': 'F'}],SELECT gender FROM patient WHERE patient subject_id = 10018328
7a5650e936855a3fa424dc59,Find out the number of hospital visits patient 10014078 had in the last year.,"SELECT COUNT( DISTINCT admissions.hadm_id ) FROM admissions WHERE admissions.subject_id = 10014078 AND datetime(admissions.admittime,'start of year') = datetime(current_time,'start of year','-1 year')",[{'COUNT( DISTINCT admissions.hadm_id )': 0}],"SELECT COUNT(*)>0 FROM admissions WHERE admissions.subject_id = 10014078 AND datetime(admissions.hadm_id) >= datetime(current_time, '-1 year')"
2bc23738094540fb7b4e565e,Can you provide me the monthly maximum amount of dextrose 50% that patient 10020944 received during the first hospital visit?,"SELECT MAX(inputevents.totalamount) FROM inputevents WHERE inputevents.stay_id IN ( SELECT icustays.stay_id FROM icustays WHERE icustays.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10020944 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime ASC LIMIT 1 ) ) AND inputevents.itemid IN ( SELECT d_items.itemid FROM d_items WHERE d_items.label = 'dextrose 50%' AND d_items.linksto = 'inputevents' ) GROUP BY strftime('%Y-%m',inputevents.starttime)",[],SELECT MAX(*) FROM flushes WHERE flushes.h adm_id = ( SELECT hadm_id FROM admissions WHERE subject_id = 10020944 ) AND flushes flush_t in ( SELECT flush_t FROM flushes WHERE type_id = ( SELECT type_id FROM d simple procedures WHERE label = 'dextrose 50)' )
a4b29cbfbb96679f14e6eac0,How many patients were diagnosed with unspecified essential hypertension during the same hospital visit after the previous diagnosis with aortic valve disorders?,"SELECT COUNT( DISTINCT T1.subject_id ) FROM ( SELECT admissions.subject_id, diagnoses_icd.charttime, admissions.hadm_id FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'aortic valve disorders' ) ) AS T1 JOIN ( SELECT admissions.subject_id, diagnoses_icd.charttime, admissions.hadm_id FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'unspecified essential hypertension' ) ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.charttime AND T1.hadm_id = T2.hadm_id",,SELECT COUNT(DISTINCT p_23449_141570) FROM mimiciv WHERE mimiciv.hadm_id IN ( SELECT mimiciv.hadms_id FROM mimiciv WHERE mimiciv AdmissionTime < mimiciv dischtime ) AND mimiciv primesite IN ( SELECT p_23449_141570 FROM mimiciv WHERE mimiciv primesite = 'aortic valve disorders' ) AND mimiciv primesite_2 IN ( SELECT p_23449_141570 FROM mimiciv WHERE mimiciv primesite_2 = 'unspecified essential hypertension' )
0eec887f694582394cfc6f10,How many patients in 2100 received open and other cecectomy within 2 months after being diagnosed with pure hypercholesterolemia?,"SELECT COUNT( DISTINCT T1.subject_id ) FROM ( SELECT admissions.subject_id, diagnoses_icd.charttime FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'pure hypercholesterolemia' ) AND strftime('%Y',diagnoses_icd.charttime) = '2100' ) AS T1 JOIN ( SELECT admissions.subject_id, procedures_icd.charttime FROM procedures_icd JOIN admissions ON procedures_icd.hadm_id = admissions.hadm_id WHERE procedures_icd.icd_code = ( SELECT d_icd_procedures.icd_code FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'open and other cecectomy' ) AND strftime('%Y',procedures_icd.charttime) = '2100' ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.charttime AND datetime(T2.charttime) BETWEEN datetime(T1.charttime) AND datetime(T1.charttime,'+2 month')",,SELECT COUNT(*) FROM cases WHERE cases casesicd.casesicd_code = '2100' AND cases.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id IN ( SELECT distinct subject_id FROM open_cステctomy ) ) AND ( SELECT cases charttime FROM cases WHERE charttime > current_time - INTERVAL '2 month' )
11e07c7cfecad5cb89401830,Give a count of the number of ICU visits of patient 10025612 in the first hospital visit.,SELECT COUNT( DISTINCT icustays.stay_id ) FROM icustays WHERE icustays.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10025612 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime ASC LIMIT 1 ),[{'COUNT( DISTINCT icustays.stay_id )': 1}],SELECT COUNT(*) FROM icustays WHERE icustays.hadm_id = ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10025612 ) AND icustayscharttime < Admissions charttime + '1 day'
1d4b0f83e48e3a972b624537,Work out the total amount of input patient 10016742 received on 08/04/this year.,"SELECT SUM(inputevents.totalamount) FROM inputevents WHERE inputevents.stay_id IN ( SELECT icustays.stay_id FROM icustays WHERE icustays.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10016742 ) ) AND datetime(inputevents.starttime,'start of year') = datetime(current_time,'start of year','-0 year') AND strftime('%m-%d',inputevents.starttime) = '08-04'",[{'SUM(inputevents.totalamount)': None}],SELECT sum chartevents.valuenum FROM chartevents WHERE chartevents.stay_id IN ( SELECT icustays.stay_id FROM icustays WHERE icustays.h adm_id IN (SELECT admissions.h adm_id FROM admissions WHERE admissions.subject_id = 10016742) ) AND chartevents.itemid IN (SELECT d_items.itemid FROM d_items WHERE d_items.label = 'input per hour' AND d_items.linksto = 'chartevents') AND datetime(chartevents.charttime) = '2023-08-04' ORDER BY chartevents charttime
74758a7e91cabecd02edc1c8,"What was the name of the drug patient 10021118 was prescribed with within 2 days after having received a performance of cardiac output, continuous procedure in this month?","SELECT T2.drug FROM ( SELECT procedures_icd.charttime, procedures_icd.hadm_id FROM procedures_icd WHERE procedures_icd.icd_code = ( SELECT d_icd_procedures.icd_code FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'performance of cardiac output, continuous' ) AND procedures_icd.hadm_id IN (SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10021118 ) AND datetime(procedures_icd.charttime,'start of month') = datetime(current_time,'start of month','-0 month') ) AS T1 JOIN ( SELECT prescriptions.drug, prescriptions.starttime, prescriptions.hadm_id FROM prescriptions WHERE prescriptions.hadm_id IN (SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10021118 ) AND datetime(prescriptions.starttime,'start of month') = datetime(current_time,'start of month','-0 month') ) AS T2 ON T1.hadm_id = T2.hadm_id WHERE T1.charttime < T2.starttime AND datetime(T2.starttime) BETWEEN datetime(T1.charttime) AND datetime(T1.charttime,'+2 day')",,"SELECT d denominator drugname FROM d denominator d denominator d drugs WHERE d denominator d drugs long_title = 'performance of cardiac output, continuous' AND d denominator d drugs subject_id = 10021118 AND d denominator d drugschart eventscharttime > ( current_time - INTERVAL '2 days' )"
d6a0bcd1249a8b5f2385ac6b,When had patient 10018501 first been prescribed for omeprazole and phenobarbital alcohol withdrawal dose taper (days 2-7) at the same time in 08/this year?,"SELECT T1.starttime FROM ( SELECT admissions.subject_id, prescriptions.starttime FROM prescriptions JOIN admissions ON prescriptions.hadm_id = admissions.hadm_id WHERE prescriptions.drug = 'omeprazole' AND admissions.subject_id = 10018501 AND datetime(prescriptions.starttime,'start of year') = datetime(current_time,'start of year','-0 year') AND strftime('%m',prescriptions.starttime) = '08' ) AS T1 JOIN ( SELECT admissions.subject_id, prescriptions.starttime FROM prescriptions JOIN admissions ON prescriptions.hadm_id = admissions.hadm_id WHERE prescriptions.drug = 'phenobarbital alcohol withdrawal dose taper (days 2-7)' AND admissions.subject_id = 10018501 AND datetime(prescriptions.starttime,'start of year') = datetime(current_time,'start of year','-0 year') AND strftime('%m',prescriptions.starttime) = '08' ) AS T2 ON T1.subject_id = T2.subject_id WHERE datetime(T1.starttime) = datetime(T2.starttime) ORDER BY T1.starttime ASC LIMIT 1",[],SELECT min charttime FROM chartevents WHERE subject_id = 10018501 AND itemid IN (SELECT itemids.itemid FROM omeprazole phenobarbital alcohol withdrawal dose taper (days 2-7) at the same time in 08/this year) ORDER BY charttime
975c987c6333e4a188a0a375,When was patient 10016150 prescribed with a drug via the oral route for the last time?,SELECT prescriptions.starttime FROM prescriptions WHERE prescriptions.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10016150 ) AND prescriptions.route = 'oral' ORDER BY prescriptions.starttime DESC LIMIT 1,[],SELECT chartevents(charttime) FROM chartevents WHERE patient_id = 10016150 AND itemid = ( SELECT itemid FROM d_items WHERE label = ' oral Route' )
85c4cb07f011b2641b16c688,"What are the four most common diagnoses for patients who previously had the dilation of right main bronchus with intraluminal device, via natural or artificial opening endoscopic procedure within 2 months since 1 year ago?","SELECT d_icd_diagnoses.long_title FROM d_icd_diagnoses WHERE d_icd_diagnoses.icd_code IN ( SELECT T3.icd_code FROM ( SELECT T2.icd_code, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT admissions.subject_id, procedures_icd.charttime FROM procedures_icd JOIN admissions ON procedures_icd.hadm_id = admissions.hadm_id WHERE procedures_icd.icd_code = ( SELECT d_icd_procedures.icd_code FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'dilation of right main bronchus with intraluminal device, via natural or artificial opening endoscopic' ) AND datetime(procedures_icd.charttime) >= datetime(current_time,'-1 year') ) AS T1 JOIN ( SELECT admissions.subject_id, diagnoses_icd.icd_code, diagnoses_icd.charttime FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE datetime(diagnoses_icd.charttime) >= datetime(current_time,'-1 year') ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.charttime AND datetime(T2.charttime) BETWEEN datetime(T1.charttime) AND datetime(T1.charttime,'+2 month') GROUP BY T2.icd_code ) AS T3 WHERE T3.C1 <= 4 )",,SELECT top four d_icd_procedures.long_title FROM d_icd_procedures WHERE d_icd_procedures.icd_code = ( SELECT icd_code FROM procedures_icd WHERE procedures_icd.hadm_id IN ( SELECT hadm_id FROM admissions WHERE admissions.subject_id = ( SELECT subject_id FROM procedures_icd WHERE procedures_icdproceudure_type = 'endoscopic' AND procedures_icdproceudure = 'dilation of right main bronchus with intraluminal device' ) ) AND procedures_icdcharttime >= ( SELECT charttime FROM chart events WHERE charttime = ( current_time - '1 year' ) ) AND procedures_icdcharttime < ( SELECT charttime FROM chart events WHERE charttime = ( current_time - '1 year' ) + '2 month' ) )
e530d92c14e1178895ca7c89,When was the last time that patient 10020740 has been prescribed lidocaine 1% and heparin flush (10 units/ml) at the same time in 04/this year?,"SELECT T1.starttime FROM ( SELECT admissions.subject_id, prescriptions.starttime FROM prescriptions JOIN admissions ON prescriptions.hadm_id = admissions.hadm_id WHERE prescriptions.drug = 'lidocaine 1%' AND admissions.subject_id = 10020740 AND datetime(prescriptions.starttime,'start of year') = datetime(current_time,'start of year','-0 year') AND strftime('%m',prescriptions.starttime) = '04' ) AS T1 JOIN ( SELECT admissions.subject_id, prescriptions.starttime FROM prescriptions JOIN admissions ON prescriptions.hadm_id = admissions.hadm_id WHERE prescriptions.drug = 'heparin flush (10 units/ml)' AND admissions.subject_id = 10020740 AND datetime(prescriptions.starttime,'start of year') = datetime(current_time,'start of year','-0 year') AND strftime('%m',prescriptions.starttime) = '04' ) AS T2 ON T1.subject_id = T2.subject_id WHERE datetime(T1.starttime) = datetime(T2.starttime) ORDER BY T1.starttime DESC LIMIT 1",[],"SELECT chartevents charttime, labevents.valuenum FROM chartevents JOIN labevents ON chartevents.stay_id = labevents.stay_id WHERE ( labevents.itemid = ( SELECT itemid FROM d Labitems WHERE label = 'Lidocaine 1%' ) ) AND ( labevents.itemid = ( SELECT itemid FROM d Labitems WHERE label = 'Heparin flush (10 units/ml)' ) ) AND ( labevents labtime < current_time - interval '4 month' ) ORDER BY labevents.valuenum DESC, labevents labtime DESC LIMIT 1"
