id,question,true_query,generated_query
72666d852daac3bed406ef5a,What is the average time for delays in appointments at the oncology department?,,"SELECT AVG(T1.C1) FROM ( SELECT ( strftime('%J',A1.appttime) - strftime('%J',A1.schedtime) ) AS C1 FROM appointments AS A1 WHERE A1.dept = 'oncology' AND strftime('%J',A1.appttime) - strftime('%J',A1.schedtime) >= 0 ) AS T1"
a82eabb8c0c62cfcea76d24a,How many patients with permanent residency status were admitted today?,,"SELECT COUNT( DISTINCT admissions.patient_id ) FROM admissions WHERE admissions.residence_status = 'permanent' AND datetime(admissions.admittime,'start of day') = datetime(current_time,'start of day')"
1b30621cd64122892267eb6c,What was the average difference between charge time and billing time this year?,,"SELECT AVG(T1.C1) FROM ( SELECT ( strftime('%J',billing_time) - strftime('%J',charge_time) ) as C1 FROM billing WHERE strftime('%Y',billing_time) = strftime('%Y',current_time) ) AS T1"
7f333347b430444fa0a766bb,What does the efc number mean,,"SELECT DISTINCT d1.valuenum FROM ( SELECT t1.valuenum, t1.charttime FROM ( SELECT o1.valuenum, o1.charttime, o1.hadm_id FROM ( SELECT o.valuenum, o.charttime, o.hadm_id, dENSE_RANK() OVER ( PARTITION BY o.hadm_id ORDER BY o.charttime DESC ) AS C1 FROM labevents o WHERE o.itemid IN ( SELECT i.itemid FROM labitems i WHERE i.label = 'efc' ) ) AS o1 WHERE o1.c1 = 1 ) AS t1 JOIN ( SELECT o.valuenum, o.charttime, o.hadm_id FROM ( SELECT o.valuenum, o.charttime, o.hadm_id, dENSE_RANK() OVER ( PARTITION BY o.hadm_id ORDER BY o.charttime DESC ) AS C1 FROM labevents o WHERE o.itemid IN ( SELECT i.itemid FROM labitems i WHERE i.label = 'efc' ) ) AS o1 WHERE o1.c1 = 2 ) AS t2 ON t1.hadm_id = t2.hadm_id WHERE t1.valuenum < t2.valuenum ) AS d1"
732d3247063b956a96090f13,What is patient 92063's guardian's phone number?,,SELECT guardian_phone FROM guardians WHERE guardian_of = 92063
b33d2a1132fb824b0556644d,What are the new drug distribution routes for this year?,,"SELECT DISTINCT drug_distribution_routes.route FROM drug_distribution_routes WHERE strftime('%Y',drug_distribution_routes.starttime) = strftime('%Y',current_time) AND drug_distribution_routes.route NOT IN ( SELECT DISTINCT drug_distribution_routes.route FROM drug_distribution_routes WHERE strftime('%Y',drug_distribution_routes.starttime) = strftime('%Y',current_time) - 1 )"
ac53ccba98a3999f8317cd7b,When does patient 15794 end his/her flu quarantine.,,"SELECT procedures.starttime FROM procedures WHERE procedures.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age = 15794 ) AND procedures.label = 'flu quarantine' AND datetime(procedures.starttime) >= datetime(current_time,'-1 year') ORDER BY procedures.starttime DESC LIMIT 1"
d5619a250a533f622fa08740,Which physician performed the most number of procedures this year.,,"SELECT p.physician_name FROM ( SELECT t1.physician_name, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT procedures.drug, procedures.physician_id FROM procedures WHERE datetime(procedures.starttime,'start of year') = datetime(current_time,'start of year','-0 year') GROUP BY procedures.drug, procedures.physician_id ) AS t1 GROUP BY t1.physician_name ) AS p WHERE p.C1 = 1"
5a9ee00ab35bc444ffce03b1,How many patients with single marital status arrived between 06:00:00 and 09:00:00?,,SELECT COUNT( DISTINCT patients.id ) FROM patients WHERE patients.marital_status = 'single' AND patients.arrivaltime BETWEEN '06:00:00' AND '09:00:00'
87b3e4f536785307eb3c0307,⊓ what drugs are being administered for patient 24268 as sedatives?,,SELECT DISTINCT drugs.drug FROM drugs WHERE drugs.sedatives = true AND drugs.patient_id = 24268
98dbae2cefdb17ea7b9dc802,List all requesters who have ordered more than 1000 lab tests this year.,,"SELECT T1.requester FROM ( SELECT COUNT(*) AS C1, T2.requester FROM ( SELECT lab_tests_test_name, lab_tests_requester FROM lab_tests WHERE datetime(lab_tests.charttime,'start of year') = datetime(current_time,'start of year','-0 year') ) AS T2 GROUP BY T2.requester ) AS T1 WHERE T1.C1 > 1000"
9d8003bd44d76d570bd5a8a7,How about what's the address of patient 22983?,,SELECT DISTINCT visits.address FROM visits WHERE visits.person_id IN ( SELECT admissions.person_id FROM admissions WHERE admissions.dischtime IS NOT NULL AND admissions.admissionid IN ( SELECT procedures.admissionid FROM procedures WHERE procedures.person_id = 22983 ) )
628fca20b68618c255b7609b,What is the average time of delay of appointments in the cardiology department?,,"SELECT AVG(T1.C1) FROM ( SELECT T1.C1 FROM ( SELECT T1.C1, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C2 FROM ( SELECT ( J1.D1 - J1.C1 ) AS C1 FROM ( SELECT I1.INTIME, I1.platelet FROM ( SELECT I1.INTIME, I1.platelet, DENSE_RANK() OVER ( ORDER BY I1.platelet DESC ) AS C1 FROM patientevents AS I1 WHERE I1.eventtype = 'platelet' ) AS I1 JOIN ( SELECT I2.INTIME, I2.platelet, DENSE_RANK() OVER ( ORDER BY I2.platelet DESC ) AS C1 FROM ( SELECT I2.INTIME, I2.platelet, DENSE_RANK() OVER ( ORDER BY I2.platelet DESC ) AS C1 FROM patientevents AS I2 WHERE I2.eventtype = 'platelet' ) AS I2 ON I1.HADM_ID = I2.HADM_ID WHERE I1.C1 = I2.C1 - 1 ) AS J1 JOIN ( SELECT I3.INTIME, I3.platelet, DENSE_RANK() OVER ( ORDER BY I3"
ef11de45a4ae2161f701ecec,What is the most common drug color prescribed to patients with diabetes?,,"SELECT T3.drug FROM ( SELECT T2.drug, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT patient_id, drug FROM prescriptions WHERE drug IN ( SELECT drug FROM prescriptions WHERE diagnosis = 'diabetes' ) ) AS T1 JOIN ( SELECT patient_id, drug FROM prescriptions WHERE diagnosis = 'diabetes' ) AS T2 ON T1.patient_id = T2.patient_id GROUP BY T2.drug ) AS T3 WHERE T3.C1 = 1"
804573df458a455d75cf628a,Where is hamburg de located,,"SELECT DISTINCT T1.location FROM ( SELECT T2.location FROM ( SELECT ONT table1_id FROM table2 WHERE table2.term = 'hamburg de' ) AS T1 JOIN ( SELECT ONT table1_id, table2_id FROM table3 ) AS T2 ON T1.table1_id = T2.table1_id ) AS T1"
37e79ddcdf4503d8d27520c4,What are the invoice numbers of the female patients who are not deceased?,,SELECT DISTINCT invoice FROM patients WHERE patients.gender = 'female' AND patients.status <> 'deceased'
adea3244a3c419ff3bd8efce,What hotel did he purchase?,,SELECT DISTINCT hotel FROM purchases WHERE purchases.person_id IN ( SELECT admissions.person_id FROM admissions WHERE admissions.last_name = 'he' )
3ebb7dfb50f5ffe20df2a74a,What is the average value of minimum humidity among the patients who were admitted to the icu more than once?,,"SELECT AVG(T1.C1) FROM ( SELECT MIN(imp_humid.humid) AS C1 FROM imp_humid WHERE imp_humid.sta = ( SELECT imp_sta.sta FROM imp_sta WHERE imp_sta.icustay_id IN ( SELECT T2.icustay_id FROM ( SELECT icustay_id, COUNT( icustay_id ) AS C1 FROM icustays WHERE icustays.outtime IS NOT NULL GROUP BY icustay_id ) AS T2 WHERE T2.C1 > 1 ) ) ) AS T1"
64e462acb79b6175bf2bbc6b,What is the most common year among patients who are not dead and are affiliated with def jam records?,,"SELECT T1.C1 FROM ( SELECT COUNT(*) AS C1, patients.age FROM patients WHERE patients.dod IS NULL AND patients.affiliation = 'def jam records' GROUP BY patients.age ) AS T1 WHERE T1.C1 IN ( SELECT MAX(T2.C2) FROM ( SELECT COUNT(*) AS C2, patients.age FROM patients WHERE patients.dod IS NULL AND patients.affiliation = 'def jam records' GROUP BY patients.age ) AS T2 )"
74b838834d5f5d278388e052,And when does patient 12927 go into the percu abdominal drainage procedure?,,SELECT procedures.starttime FROM procedures WHERE procedures.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age = 12927 ) AND procedures.label = 'percu abdominal drainage'
8fb8024e79d5f38a28e0a1ee,Which performing physicians were involved in procedures for patients admitted via emergency room admission?,,"SELECT DISTINCT T1.c1 FROM ( SELECT T2.physicians FROM ( SELECT T1.charttime, T1.admission_location FROM ( SELECT admissions.charttime, admissions.admission_location, admissions.hadm_id FROM admissions WHERE admissions.admission_location = 'emergency room' ) AS T1 ) AS T2 WHERE T2.charttime IN ( SELECT procedures.charttime FROM procedures WHERE procedures.hadm_id IN ( SELECT T1.hadm_id FROM T1 ) ) ) AS T1"
abcfd88c087ff9b6e46059c9,Show the average number of procedures performed per physician.,,SELECT AVG(T1.C1) FROM ( SELECT COUNT(*) AS C1 FROM procedures_icd WHERE procedures_icd.attending_physician_id IN ( SELECT DISTINCT physicians physicians_id FROM physicians ) GROUP BY procedures_icd.attending_physician_id ) AS T1
28e916123e56f4d1556203b3,Who was the last doctor patient 32153 saw in the obstetrics and gynecology department?,,"SELECT dr1.last_name FROM ( SELECT dr1.last_name, dr1.first_name FROM ( SELECT dr1.last_name, dr1.first_name, dr1.charttime FROM ( SELECT dr1.last_name, dr1.first_name, dr1.charttime FROM ( SELECT dr1.last_name, dr1.first_name, dr1.charttime FROM ( SELECT dr1.last_name, dr1.first_name, dr1.charttime FROM ( SELECT dr1.last_name, dr1.first_name, dr1.charttime FROM ( SELECT dr1.last_name, dr1.first_name, dr1.charttime FROM ( SELECT dr1.last_name, dr1.first_name, dr1.charttime FROM ( SELECT dr1.last_name, dr1.first_name, dr1.charttime FROM ( SELECT dr1.last_name, dr1.first_name, dr1.charttime FROM ( SELECT dr1.last_name, dr1.first_name, dr1.charttime FROM ( SELECT dr1.last_name, dr1.first_name, dr1.charttime FROM ( SELECT dr1.last_name, dr1.first_name, dr1.charttime FROM ( SELECT dr1.last_name, dr1.first_name, dr1.charttime FROM ( SELECT dr1.last_name, dr1.first_name, dr1.charttime FROM"
f65b450597677193bcbee6c7,What were they riding on?,,"SELECT DISTINCT T1.rid FROM ( SELECT T2.rid FROM ( SELECT T1.rid, T1.starttime FROM ( SELECT rid, starttime FROM patientevents WHERE itemid IN ( SELECT itemid FROM d_icd_procedures WHERE icd_code = '0' ) ) AS T1 WHERE T1.rid = ( SELECT T2.rid FROM ( SELECT rid, MAX(starttime) AS MaxTime FROM ( SELECT rid, starttime FROM patientevents WHERE itemid IN ( SELECT itemid FROM d_icd_procedures WHERE icd_code = '0' ) ) AS T2 WHERE T2.rid IN ( SELECT rid FROM patients WHERE age = 60 ) ) AS T3 WHERE T1.starttime = T3.MaxTime ) ) AS T2 ) AS T1"
05215f22ac565a3030674879,Please inform me of the phone number of patient 22782's guardian.,,SELECT guardian_phone FROM guardians WHERE guardian_patient_id IN ( SELECT patient_id FROM patients WHERE patients.pid = 22782 )
6837c9f45272479a2b16a015,What are the record companies with patients older than 45?,,"SELECT DISTINCT T1.record_company FROM ( SELECT T2.record_company FROM ( SELECT T1.record_company, T1.age FROM ( SELECT P.record_company, D.age FROM patients P JOIN diagnoses D ON P.subject_id = D.subject_id ) AS T1 WHERE T1.age > 45 ) AS T2 ) AS T1"
2e3df8e7ff3e3bf2d3cf7cfe,When did michael laudrup start playing with fc barcelona?,,SELECT fc_barcelona.footballers.start_date FROM fc_barcelona.footballers WHERE fc_barcelona.footballers.name = 'michael laudrup'
e5afb16514771a25b2e457e0,List the medications prescribed to patients with a male first child.,,"SELECT T3.drug FROM ( SELECT T2.drug, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT patient_id FROM patients WHERE patients.gender = 'male' AND patients.outtime IS NOT NULL AND patients.dischtime IS NOT NULL AND patients.age < 1000 ) AS T1 JOIN ( SELECT patient_id, drug FROM prescriptions ) AS T2 ON T1.patient_id = T2.patient_id GROUP BY T2.drug ) AS T3 WHERE T3.C1 <= 3"
aeb5de2344d963029c6e21b2,What is hydrochlorothiazide? what is its effect?,,SELECT DISTINCT T1.effect FROM ( SELECT T2.effect FROM ( SELECT T3.effect FROM ( SELECT T4.effect FROM ( SELECT T5.effect FROM ( SELECT T6.effect FROM ( SELECT T7.effect FROM ( SELECT T8.effect FROM ( SELECT T9.effect FROM ( SELECT T10.effect FROM ( SELECT T11.effect FROM ( SELECT T12.effect FROM ( SELECT T13.effect FROM ( SELECT T14.effect FROM ( SELECT T15.effect FROM ( SELECT T16.effect FROM ( SELECT T17.effect FROM ( SELECT T18.effect FROM ( SELECT T19.effect FROM ( SELECT T20.effect FROM ( SELECT T21.effect FROM ( SELECT T22.effect FROM ( SELECT T23.effect FROM ( SELECT T24.effect FROM ( SELECT T25.effect FROM ( SELECT T26.effect FROM ( SELECT T27.effect FROM ( SELECT T28.effect FROM ( SELECT T29.effect FROM ( SELECT T30.effect FROM ( SELECT T31.effect FROM ( SELECT T32.effect FROM ( SELECT T33.effect FROM ( SELECT T34.effect FROM ( SELECT T35.effect FROM ( SELECT T36.effect FROM ( SELECT T37.effect FROM ( SELECT T38.effect FROM ( SELECT T39.effect FROM ( SELECT T40.effect FROM ( SELECT T41.effect FROM ( SELECT T42.effect FROM ( SELECT T43
084fad161486e9cb715a0230,What are the record companies that muslim patients are affiliated with?,,"SELECT DISTINCT T1.C1 FROM ( SELECT T2.record_company FROM ( SELECT T1.record_id, T1.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT T0.record_id, T0.record_company FROM ( SELECT"
855fec3a4dfb439928afa3ea,What are the top five requesters of hematology tests this year?,,"SELECT T1.requester FROM ( SELECT COUNT(*) AS C1, T2.requester FROM ( SELECT hematology FROM procedures WHERE procedures.datetime >= datetime(current_time,'start of year','-0 year') ) AS T1 JOIN ( SELECT hematology, procedures.requester FROM procedures WHERE procedures.datetime >= datetime(current_time,'start of year','-0 year') ) AS T2 ON T1.hematology = T2.hematology GROUP BY T2.requester ) AS T WHERE T.C1 >= ALL ( SELECT COUNT(*) AS C2 FROM ( SELECT hematology FROM procedures WHERE procedures.datetime >= datetime(current_time,'start of year','-0 year') ) AS T1 JOIN ( SELECT hematology, procedures.requester FROM procedures WHERE procedures.datetime >= datetime(current_time,'start of year','-0 year') ) AS T2 ON T1.hematology = T2.hematology WHERE T2.requester <> T.requester GROUP BY T2.requester ) ORDER BY C1 DESC LIMIT 5"
b7deeb354c331dcc04a4b6c5,Tell me the address of patient 86791 and why?,,"SELECT T1.value FROM ( SELECT V1.value, DENSE_RANK() OVER ( ORDER BY V1.charttime DESC ) AS C1 FROM ( SELECT charttime, valuenum FROM patientvalhistory WHERE patientvalhistory.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age = 86791 ) AND patientvalhistory.itemid IN ( SELECT chartitems.itemid FROM chartitems WHERE chartitems.label = 'address' ) ) AS V1 ) AS T1 WHERE T1.C1 = 1"
0acbb8c1d8eddbb25083c49a,What are the dates of leaving the university for the patients who went into the hospital more than once this year?,,"SELECT DISTINCT T1.leave_date FROM ( SELECT T2.leave_date FROM ( SELECT T1.patient_id, T1.leave_date FROM ( SELECT patient_id, leave_date FROM hospital_visits WHERE strftime('%Y',leave_date) = '2100' GROUP BY patient_id HAVING COUNT(*) > 1 ) AS T1 ) AS T2 WHERE T2.leave_date IS NOT NULL ) AS T1"
63038cdb342e49648810baf9,List all the invoice numbers of the patients deceased last month.,,"SELECT DISTINCT invoice_num FROM invoices WHERE invoices.patient_id IN ( SELECT patients.patient_id FROM patients WHERE patients.dischtime is NOT NULL AND datetime(patients.dischtime,'start of month') = datetime(current_time,'start of month','-1 month') )"
1ae3fb2889c1b1e5dd75eb80,What did he ask michael to do?,,"SELECT DISTINCT d1.action FROM ( SELECT d.action, d.charttime FROM ( SELECT o.action, o.charttime FROM orders o WHERE o.orderno IN ( SELECT orders.orderno FROM orders WHERE orders.hcpcscat = 'other' ) ) d WHERE d.orderno IN ( SELECT orders.orderno FROM orders WHERE orders.hcpcscat = 'other' ) ) d1 WHERE d1.charttime > ( SELECT d2.charttime FROM ( SELECT o.action, o.charttime FROM ( SELECT o.action, o.charttime FROM orders o WHERE o.orderno IN ( SELECT orders.orderno FROM orders WHERE orders.hcpcscat = 'other' ) ) d WHERE d.orderno IN ( SELECT orders.orderno FROM orders WHERE orders.hcpcscat = 'other' ) ) d2 WHERE d2.action = 'ask michael to do' )"
19bcedd102d2f4e60b3948f6,Who are the top five requesters of lab tests?,,"SELECT T1.requester FROM ( SELECT requester, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM lab_tests GROUP BY requester ) AS T1 WHERE T1.C1 <= 5"
9e6e0d6ac2a6f5bf754653c7,What medication is prescribed for the patients diagnosed with atrial fibrillation?,,"SELECT DISTINCT T2.drug FROM ( SELECT T1.row_id, T1.charttime FROM ( SELECT * FROM microbiologyevents WHERE microbiologyevents.spec_type_desc = 'other' ) AS T1 WHERE T1.valuenum = 0.0 ) AS T3 JOIN ( SELECT T1.row_id, T1.drug FROM ( SELECT * FROM d_icd_procedures WHERE d_icd_procedures.long_title = 'other' ) AS T1 JOIN ( SELECT * FROM procedures_icd WHERE procedures_icd.long_title = 'other' ) AS T2 ON T1.icd_code = T2.icd_code ) AS T2 ON T3.row_id = T2.row_id"
4d49829249a5b147348db1dd,Count the number of procedures that resulted in a 'successful' outcome this year.,,"SELECT COUNT(*) FROM procedures_icd WHERE procedures_icd.outcome = 'successful' AND datetime(procedures_icd.charttime,'start of year') = datetime(current_time,'start of year','-0 year')"
f651029a2b6efc526940f746,What other polls has he been part of?,,"SELECT DISTINCT p2.poll_name FROM poll p1 JOIN poll p2 ON p1.patient_id = p2.patient_id WHERE p1.poll_name = 'other' AND strftime('%Y',p1.poll_time) >= 2100 AND strftime('%Y',p2.poll_time) >= 2100"
445d2ee4fe0aa4c4b936452e,Which type of care unit has the patient with the highest page count?,,"SELECT T1.C1 FROM ( SELECT careunit, MAX(pagecount) FROM ( SELECT careunit, COUNT(pages.pageid) AS pagecount FROM patients JOIN visits ON patients.pid = visits.pid JOIN pages ON visits.visitid = pages.visitid WHERE careunit IS NOT NULL GROUP BY careunit ) AS T GROUP BY careunit ) AS T1 WHERE T1.pagecount = ( SELECT MAX(T2.pagecount) FROM ( SELECT careunit, COUNT(pages.pageid) AS pagecount FROM patients JOIN visits ON patients.pid = visits.pid JOIN pages ON visits.visitid = pages.visitid WHERE careunit IS NOT NULL GROUP BY careunit ) AS T2 )"
e4739af1bea47bc15c31b32f,List all the intimes of the icu with page counts lower than 20.,,"SELECT intime FROM icustays WHERE strftime('%Y',intime) = '2100' AND pagecount < 20"
480c96ab33f733cbd12262fc,What are the 10 most common side effects of clarithromycin??,,"SELECT T1.s1c1 FROM ( SELECT T2.s1c1, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT O1.drug FROM ( SELECT * FROM orders WHERE orders.patient_id IN ( SELECT admissions.patient_id FROM admissions ) ) AS O1 WHERE O1.drug = 'clarithromycin' ) AS T1 JOIN ( SELECT O2.drug, A2.side_effect FROM ( SELECT * FROM orders WHERE orders.patient_id IN ( SELECT admissions.patient_id FROM admissions ) ) AS O2 JOIN ( SELECT * FROM adverse_events WHERE adverse_events.patient_id IN ( SELECT admissions.patient_id FROM admissions ) ) AS A2 ON O2.order_id = A2.order_id ) AS T2 ON T1.drug = T2.drug WHERE T2.side_effect IS NOT NULL GROUP BY T2.s1c1 ) AS T1 WHERE T1.C1 <= 10"
6fd26774e0c807375b7c1739,Why did nicholas sparks divorce his wife,,SELECT COUNT(*)>0 FROM microbiologyevents WHERE microbiologyevents.spec_type_desc = 'other' AND microbiologyevents.hemoculture = true AND microbiologyevents.spec_type_desc IS NOT NULL
